"","scrubbed_family","scrubbed_genus","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","region","country","state_province","locality_description","access","id"
"8539","Rubiaceae",NA,NA,"leaf phosphorus content per leaf dry mass","0.93006","mg.g-1",NA,10.9285,-85.4653,1225,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","Guanacaste"," 1 km above Cacao Biological Station. Pacific slope of Cacao Volcano.","public",3250323
"8540","Rubiaceae","Posoqueria","Posoqueria coriacea","leaf phosphorus content per leaf dry mass","0.56185","mg.g-1",NA,10.9285,-85.4653,1225,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","Guanacaste"," 1 km above Cacao Biological Station. Pacific slope of Cacao Volcano.","public",3250576
"8541","Rubiaceae","Warszewiczia","Warszewiczia coccinea","leaf nitrogen content per leaf dry mass","28.579","mg.g-1","Total amount of N per unit of dry leaf mass - Cornelissen et al. 2003",10.54316,-85.16853,431,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","Alajuela","Area de Concervacion Guanacaste Sector Rincon Rainforest (Caribe)","public",3250577
"8542","Rubiaceae","Faramea","Faramea occidentalis","leaf area per leaf dry mass","15.823","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.678606,-83.5791,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3250760
"8543","Rubiaceae","Faramea","Faramea occidentalis","leaf area per leaf dry mass","18.242","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.682338,-83.5732,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3250759
"8544","Rubiaceae","Faramea","Faramea occidentalis","diameter at breast height (1.3 m)","7.5","cm","diameter tape",8.678606,-83.5791,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3250773
"8545","Rubiaceae","Faramea","Faramea occidentalis","diameter at breast height (1.3 m)","8.7","cm","diameter tape",8.682338,-83.5732,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3250774
"8546","Rubiaceae","Faramea","Faramea occidentalis","diameter at breast height (1.3 m)","5.9","cm","diameter tape",8.679404,-83.578,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3250775
"8547","Rubiaceae","Faramea","Faramea permagnifolia","leaf area","27150.3","mm2","LICOR-3100 area meter",8.680337,-83.5772,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3251405
"8548","Rubiaceae","Faramea","Faramea luteovirens","seed mass","791.4","mg",NA,9.15,-79.85,NA,"http://datadryad.org/resource/doi:10.5061/dryad.90f03","Fricke EC","ecfricke@iastate.edu","Panama","Panama",NA,"public",3251412
"8549","Rubiaceae","Galium","Galium porrigens","whole plant height","1.05","m","We used the Jepson Manual (Jepson & Hickman 1993) for vegetative height, seed size and flowering dates and supplemented using other field guides (Smith 1952; Munz 1959), data bases [Ecological Flora Data base (http://ucjeps.berkeley.edu/efc/dbase.html)] and field measurements as needed.",34.67528,-120.0406,NA,"http://datadryad.org/resource/doi:10.5061/dryad.50hd2","Molinari MA","molinari@lifesci.ucsb.edu","United States","California","foothills of the Santa Ynez Mountains","public",3251484
"8550","Rubiaceae","Faramea","Faramea permagnifolia","leaf thickness","0.37","mm","Mitutoyo 7321 dial thickness gauge",8.728298,-83.5663,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3252521
"8551","Rubiaceae","Coussarea","Coussarea impetiolaris","leaf phosphorus content per leaf dry mass","0.74416802","mg.g-1",NA,10.54316,-85.16853,431,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","Alajuela","Area de Concervacion Guanacaste Sector Rincon Rainforest (Caribe)","public",3252922
"8552","Rubiaceae","Psychotria",NA,"leaf phosphorus content per leaf dry mass","0.81168612","mg.g-1",NA,10.98407,-85.42447,650,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","Guanacaste","Area de Concervacion Guanacaste Pitilla Station","public",3252865
"8553","Rubiaceae","Calycophyllum","Calycophyllum candidissimum","leaf carbon content per leaf dry mass","440.28","mg.g-1","carbon concentration of oven-dried (70ÃÂ°C for 72 hours) tissue",10.83343,-85.60024,300,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","Guanacaste","Area de Concervacion Guanacaste Sector Santa Rosa","public",3252913
"8554","Rubiaceae","Palicourea","Palicourea salicifolia","leaf nitrogen content per leaf dry mass","18.11795349","mg.g-1","Total amount of N per unit of dry leaf mass - Cornelissen et al. 2003",9.54941,-83.7995,2430,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","San Jose","OTS Plot","public",3254999
"8555","Rubiaceae","Faramea","Faramea permagnifolia","diameter at breast height (1.3 m)","3.5","cm","diameter tape",8.679913,-83.5769,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3254337
"8556","Rubiaceae","Alseis","Alseis blackiana","leaf carbon content per leaf dry mass","460.9","mg.g-1",NA,9.108611,-79.84361,NA,"http://datadryad.org/resource/doi:10.5061/dryad.257b9","Mayor JR","clavulina@gmail.com","Panama","Panama",NA,"public",3254580
"8557","Rubiaceae","Alseis","Alseis blackiana","leaf carbon content per leaf dry mass","470.3","mg.g-1",NA,9.108611,-79.84361,NA,"http://datadryad.org/resource/doi:10.5061/dryad.257b9","Mayor JR","clavulina@gmail.com","Panama","Panama",NA,"public",3254567
"8558","Rubiaceae","Coussarea","Coussarea suaveolens","seed mass","204.1","mg",NA,9.15,-79.85,NA,"http://datadryad.org/resource/doi:10.5061/dryad.90f03","Fricke EC","ecfricke@iastate.edu","Panama","Panama",NA,"public",3255233
"8559","Rubiaceae","Palicourea","Palicourea salicifolia","leaf phosphorus content per leaf dry mass","1.04021","mg.g-1",NA,9.54941,-83.7995,2430,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","San Jose","OTS Plot","public",3256935
"8560","Rubiaceae","Randia","Randia cubana","leaf nitrogen content per leaf dry mass","26.621","mg.g-1","Total amount of N per unit of dry leaf mass - Cornelissen et al. 2003",10.50371,-85.37081,289,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","Guanacaste","Area de Concervacion Guanacaste","public",3258541
"8561","Rubiaceae","Faramea",NA,"leaf carbon content per leaf dry mass","435.62519","mg.g-1","carbon concentration of oven-dried (70ÃÂ°C for 72 hours) tissue",10.9326,-85.4588,1500,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","Guanacaste"," 1 km above Cacao Biological Station. Pacific slope of Cacao Volcano.","public",3258543
"8562","Rubiaceae","Faramea","Faramea occidentalis","leaf thickness","0.32","mm","Mitutoyo 7321 dial thickness gauge",8.679404,-83.578,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3258597
"8563","Rubiaceae","Faramea","Faramea permagnifolia","diameter at breast height (1.3 m)","2.4","cm","diameter tape",8.682338,-83.5732,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3258598
"8564","Rubiaceae","Faramea","Faramea permagnifolia","stem wood density","0.596","g.cm-3","Williamson, G. B. and M. C. Wiemann. 2010. Measuring wood specific gravity...Correctly. American Journal of Botany 97:519Â524.",8.679419,-83.5781,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3258601
"8565","Rubiaceae","Faramea","Faramea occidentalis","leaf dry mass per leaf fresh mass","426.23","mg.g-1","LDMmg/LFMg",8.679627,-83.5767,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3258620
"8566","Rubiaceae","Faramea","Faramea permagnifolia","leaf fresh mass","6.418","g","Radwag WTB 200 Precision Balance",8.728298,-83.5663,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3258634
"8567","Rubiaceae","Faramea",NA,"leaf carbon content per leaf dry mass","441.533241","mg.g-1","carbon concentration of oven-dried (70ÃÂ°C for 72 hours) tissue",10.9326,-85.4588,1500,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","Guanacaste","30 km above Cacao Biological Station. Pacific slope of Cacao Volcano.","public",3261953
"8568","Rubiaceae","Warszewiczia","Warszewiczia coccinea","leaf nitrogen content per leaf dry mass","31","mg.g-1","Total amount of N per unit of dry leaf mass - Cornelissen et al. 2003",10.54316,-85.16853,431,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","Alajuela","Area de Concervacion Guanacaste Sector Rincon Rainforest (Caribe)","public",3261959
"8569","Rubiaceae","Coussarea","Coussarea caroliana","leaf phosphorus content per leaf dry mass","0.83102","mg.g-1",NA,10.9285,-85.4653,1225,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","Guanacaste"," 1 km above Cacao Biological Station. Pacific slope of Cacao Volcano.","public",3261608
"8570","Rubiaceae","Hamelia","Hamelia patens","leaf nitrogen content per leaf dry mass","37.133023","mg.g-1","Total amount of N per unit of dry leaf mass - Cornelissen et al. 2003",10.83343,-85.60024,300,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","Guanacaste","Area de Concervacion Guanacaste Sector Santa Rosa","public",3262451
"8571","Rubiaceae","Faramea","Faramea occidentalis","leaf area per leaf dry mass","17.04539823","m2.kg-1","area/dry mass (Cornelissen et al. 2003)",9.37813,-84.14678,NA,"www.amjbot.org/content/suppl/2012/11/07/ajb.1200062.DC1/Blonder_AppS1A_observational_data.csv","Benjamin Blonder","bblonder@gmail.com","Costa Rica",NA,NA,"public",3262553
"8572","Rubiaceae","Alseis","Alseis blackiana","leaf carbon content per leaf dry mass","477.3","mg.g-1",NA,9.108611,-79.84361,NA,"http://datadryad.org/resource/doi:10.5061/dryad.257b9","Mayor JR","clavulina@gmail.com","Panama","Panama",NA,"public",3263003
"8573","Rubiaceae","Faramea","Faramea luteovirens","seed mass","300.8","mg",NA,9.15,-79.85,NA,"http://datadryad.org/resource/doi:10.5061/dryad.90f03","Fricke EC","ecfricke@iastate.edu","Panama","Panama",NA,"public",3374010
"8574","Rubiaceae","Faramea","Faramea luteovirens","seed mass","362.8","mg",NA,9.15,-79.85,NA,"http://datadryad.org/resource/doi:10.5061/dryad.90f03","Fricke EC","ecfricke@iastate.edu","Panama","Panama",NA,"public",3372135
"8575","Rubiaceae","Faramea","Faramea occidentalis","leaf area","4566.8","mm2","LICOR-3100 area meter",8.682338,-83.5732,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3373511
"8576","Rubiaceae","Faramea","Faramea luteovirens","seed length","8.1","mm",NA,9.15,-79.85,NA,"http://datadryad.org/resource/doi:10.5061/dryad.90f03","Fricke EC","ecfricke@iastate.edu","Panama","Panama",NA,"public",3377869
"8577","Rubiaceae","Faramea","Faramea luteovirens","seed length","7","mm",NA,9.15,-79.85,NA,"http://datadryad.org/resource/doi:10.5061/dryad.90f03","Fricke EC","ecfricke@iastate.edu","Panama","Panama",NA,"public",3377871
"8578","Rubiaceae","Faramea","Faramea luteovirens","seed length","9.6","mm",NA,9.15,-79.85,NA,"http://datadryad.org/resource/doi:10.5061/dryad.90f03","Fricke EC","ecfricke@iastate.edu","Panama","Panama",NA,"public",3377900
"8579","Rubiaceae","Faramea","Faramea luteovirens","seed length","8.7","mm",NA,9.15,-79.85,NA,"http://datadryad.org/resource/doi:10.5061/dryad.90f03","Fricke EC","ecfricke@iastate.edu","Panama","Panama",NA,"public",3377901
"8580","Rubiaceae","Faramea","Faramea luteovirens","seed length","10","mm",NA,9.15,-79.85,NA,"http://datadryad.org/resource/doi:10.5061/dryad.90f03","Fricke EC","ecfricke@iastate.edu","Panama","Panama",NA,"public",3378054
"8581","Rubiaceae","Faramea","Faramea luteovirens","seed length","9","mm",NA,9.15,-79.85,NA,"http://datadryad.org/resource/doi:10.5061/dryad.90f03","Fricke EC","ecfricke@iastate.edu","Panama","Panama",NA,"public",3378092
"8582","Rubiaceae","Faramea","Faramea luteovirens","seed mass","475","mg",NA,9.15,-79.85,NA,"http://datadryad.org/resource/doi:10.5061/dryad.90f03","Fricke EC","ecfricke@iastate.edu","Panama","Panama",NA,"public",3378190
"8583","Rubiaceae","Faramea","Faramea occidentalis","leaf area","7269.9","mm2","LICOR-3100 area meter",8.680087,-83.5772,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3378225
"8584","Rubiaceae","Faramea","Faramea luteovirens","seed length","9.3","mm",NA,9.15,-79.85,NA,"http://datadryad.org/resource/doi:10.5061/dryad.90f03","Fricke EC","ecfricke@iastate.edu","Panama","Panama",NA,"public",3378277
"8585","Rubiaceae","Faramea","Faramea luteovirens","seed length","8","mm",NA,9.15,-79.85,NA,"http://datadryad.org/resource/doi:10.5061/dryad.90f03","Fricke EC","ecfricke@iastate.edu","Panama","Panama",NA,"public",3378280
"8586","Rubiaceae","Faramea","Faramea occidentalis","stem wood density","0.651","g.cm-3","Williamson, G. B. and M. C. Wiemann. 2010. Measuring wood specific gravity...Correctly. American Journal of Botany 97:519Â524.",8.721984,-83.5755,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3379166
"8587","Rubiaceae","Faramea","Faramea occidentalis","stem wood density","0.637","g.cm-3","Williamson, G. B. and M. C. Wiemann. 2010. Measuring wood specific gravity...Correctly. American Journal of Botany 97:519Â524.",8.679627,-83.5767,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3379573
"8588","Rubiaceae","Faramea","Faramea occidentalis","stem wood density","0.641","g.cm-3","Williamson, G. B. and M. C. Wiemann. 2010. Measuring wood specific gravity...Correctly. American Journal of Botany 97:519Â524.",8.680094,-83.5779,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3379580
"8589","Rubiaceae","Faramea","Faramea occidentalis","stem wood density","0.588","g.cm-3","Williamson, G. B. and M. C. Wiemann. 2010. Measuring wood specific gravity...Correctly. American Journal of Botany 97:519Â524.",8.679404,-83.578,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3379587
"8590","Rubiaceae","Faramea","Faramea occidentalis","stem wood density","0.629","g.cm-3","Williamson, G. B. and M. C. Wiemann. 2010. Measuring wood specific gravity...Correctly. American Journal of Botany 97:519Â524.",8.679139,-83.5785,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3379594
"8591","Rubiaceae","Faramea","Faramea occidentalis","stem wood density","0.678","g.cm-3","Williamson, G. B. and M. C. Wiemann. 2010. Measuring wood specific gravity...Correctly. American Journal of Botany 97:519Â524.",8.680244,-83.5774,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3379607
"8592","Rubiaceae","Faramea","Faramea occidentalis","stem wood density","0.573","g.cm-3","Williamson, G. B. and M. C. Wiemann. 2010. Measuring wood specific gravity...Correctly. American Journal of Botany 97:519Â524.",8.682338,-83.5732,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3379614
"8593","Rubiaceae","Faramea","Faramea occidentalis","stem wood density","0.713","g.cm-3","Williamson, G. B. and M. C. Wiemann. 2010. Measuring wood specific gravity...Correctly. American Journal of Botany 97:519Â524.",8.705146,-83.5334,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3379621
"8594","Rubiaceae","Faramea","Faramea occidentalis","stem wood density","0.592","g.cm-3","Williamson, G. B. and M. C. Wiemann. 2010. Measuring wood specific gravity...Correctly. American Journal of Botany 97:519Â524.",8.721181,-83.5719,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3379634
"8595","Rubiaceae","Faramea","Faramea occidentalis","leaf nitrogen content per leaf dry mass","12.9","mg.g-1","Dry combustion Autoanalyzer following SC09-LSF-P06",8.679627,-83.5767,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3379647
"8596","Rubiaceae","Faramea","Faramea occidentalis","leaf nitrogen content per leaf dry mass","12.9","mg.g-1","Dry combustion Autoanalyzer following SC09-LSF-P06",8.679404,-83.578,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3379660
"8597","Rubiaceae","Faramea","Faramea occidentalis","leaf nitrogen content per leaf dry mass","15.6","mg.g-1","Dry combustion Autoanalyzer following SC09-LSF-P06",8.721984,-83.5755,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3379696
"8598","Rubiaceae","Faramea","Faramea occidentalis","leaf phosphorus content per leaf dry mass","0.5","mg.g-1","content by wet digestion with HNO3 and inductively coupled plasma-optical emission spectrometry (ICP-OES)",8.678606,-83.5791,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3379747
"8599","Rubiaceae","Faramea","Faramea occidentalis","leaf phosphorus content per leaf dry mass","0.7","mg.g-1","content by wet digestion with HNO3 and inductively coupled plasma-optical emission spectrometry (ICP-OES)",8.680244,-83.5774,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3379754
"8600","Rubiaceae","Faramea","Faramea occidentalis","leaf phosphorus content per leaf dry mass","0.5","mg.g-1","content by wet digestion with HNO3 and inductively coupled plasma-optical emission spectrometry (ICP-OES)",8.682338,-83.5732,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3379761
"8601","Rubiaceae","Faramea","Faramea occidentalis","leaf phosphorus content per leaf dry mass","0.6","mg.g-1","content by wet digestion with HNO3 and inductively coupled plasma-optical emission spectrometry (ICP-OES)",8.721984,-83.5755,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3379768
"8602","Rubiaceae","Faramea","Faramea permagnifolia","leaf area","42430.8","mm2","LICOR-3100 area meter",8.679162,-83.5785,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380018
"8603","Rubiaceae","Faramea","Faramea permagnifolia","leaf area","38052.1","mm2","LICOR-3100 area meter",8.679162,-83.5785,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380046
"8604","Rubiaceae","Faramea","Faramea permagnifolia","leaf area per leaf dry mass","11.155","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.679713,-83.5774,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380089
"8605","Rubiaceae","Faramea","Faramea permagnifolia","leaf area per leaf dry mass","9.7544","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.680158,-83.5777,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380101
"8606","Rubiaceae","Faramea","Faramea occidentalis","leaf area","5805.1","mm2","LICOR-3100 area meter",8.680087,-83.5772,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380123
"8607","Rubiaceae","Faramea","Faramea permagnifolia","leaf area per leaf dry mass","10.369","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.728298,-83.5663,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380129
"8608","Rubiaceae","Faramea","Faramea occidentalis","leaf area","4182","mm2","LICOR-3100 area meter",8.680094,-83.5779,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380168
"8609","Rubiaceae","Faramea","Faramea occidentalis","leaf area","5320.4","mm2","LICOR-3100 area meter",8.679404,-83.578,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380178
"8610","Rubiaceae","Faramea","Faramea permagnifolia","leaf area per leaf dry mass","10.379","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.728298,-83.5663,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380279
"8611","Rubiaceae","Faramea","Faramea permagnifolia","leaf area","32979.6","mm2","LICOR-3100 area meter",8.680158,-83.5777,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380325
"8612","Rubiaceae","Faramea","Faramea permagnifolia","leaf area per leaf dry mass","9.7508","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.679913,-83.5769,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380332
"8613","Rubiaceae","Faramea","Faramea occidentalis","leaf area","6186.8","mm2","LICOR-3100 area meter",8.680087,-83.5772,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380438
"8614","Rubiaceae","Faramea","Faramea occidentalis","leaf area","3436.4","mm2","LICOR-3100 area meter",8.680094,-83.5779,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380599
"8615","Rubiaceae","Faramea","Faramea permagnifolia","leaf area","57564.9","mm2","LICOR-3100 area meter",8.703464,-83.5298,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380686
"8616","Rubiaceae","Faramea","Faramea permagnifolia","leaf area per leaf dry mass","12.466","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.680337,-83.5772,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380735
"8617","Rubiaceae","Faramea","Faramea permagnifolia","leaf area per leaf dry mass","12.293","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.680337,-83.5772,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380742
"8618","Rubiaceae","Faramea","Faramea permagnifolia","leaf area per leaf dry mass","12.052","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.680337,-83.5772,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380749
"8619","Rubiaceae","Faramea","Faramea permagnifolia","leaf area per leaf dry mass","13.289","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.680337,-83.5772,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380756
"8620","Rubiaceae","Faramea","Faramea permagnifolia","leaf area per leaf dry mass","11.891","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.679713,-83.5774,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380774
"8621","Rubiaceae","Faramea","Faramea permagnifolia","leaf area per leaf dry mass","12.147","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.679713,-83.5774,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380781
"8622","Rubiaceae","Faramea","Faramea permagnifolia","leaf area per leaf dry mass","13.883","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.679713,-83.5774,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380788
"8623","Rubiaceae","Faramea","Faramea permagnifolia","leaf area per leaf dry mass","9.2098","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.679913,-83.5769,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380801
"8624","Rubiaceae","Faramea","Faramea permagnifolia","leaf area per leaf dry mass","9.7481","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.679913,-83.5769,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380808
"8625","Rubiaceae","Faramea","Faramea permagnifolia","leaf area per leaf dry mass","10.292","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.679913,-83.5769,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380815
"8626","Rubiaceae","Faramea","Faramea permagnifolia","leaf area per leaf dry mass","9.7042","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.679913,-83.5769,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380822
"8627","Rubiaceae","Faramea","Faramea permagnifolia","leaf area per leaf dry mass","10.919","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.680158,-83.5777,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380835
"8628","Rubiaceae","Faramea","Faramea permagnifolia","leaf area per leaf dry mass","9.864","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.680158,-83.5777,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380842
"8629","Rubiaceae","Faramea","Faramea permagnifolia","leaf area per leaf dry mass","10.774","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.680158,-83.5777,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380849
"8630","Rubiaceae","Faramea","Faramea permagnifolia","leaf area per leaf dry mass","10.116","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.680158,-83.5777,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380856
"8631","Rubiaceae","Faramea","Faramea permagnifolia","leaf area per leaf dry mass","9.9932","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.679419,-83.5781,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380863
"8632","Rubiaceae","Faramea","Faramea permagnifolia","leaf area per leaf dry mass","9.7454","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.679419,-83.5781,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380870
"8633","Rubiaceae","Faramea","Faramea permagnifolia","leaf area per leaf dry mass","9.6311","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.679419,-83.5781,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380877
"8634","Rubiaceae","Faramea","Faramea permagnifolia","leaf area per leaf dry mass","9.4304","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.679419,-83.5781,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380891
"8635","Rubiaceae","Faramea","Faramea permagnifolia","leaf area per leaf dry mass","10.306","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.679162,-83.5785,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380904
"8636","Rubiaceae","Faramea","Faramea permagnifolia","leaf area per leaf dry mass","10.363","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.679162,-83.5785,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3380911
